company,company_name,year,world_rank,eu_rank,rnd_22,rnd_euro,rnd_org,profit_22,profit_euro,profit_org,netsales_22,netsales_euro,netsales_org,capex_22,capex_euro,capex_org,mcap_22,mcap_euro,mcap_org,emp,ex_rate_euro,currency,icb3_short,icb3_name,icb4_name,nace_rev2,country,iso2,region
KINAXIS,KINAXIS INC.,2022,2145.0,,67.02328,67.02328,71.487030448,26.177584,26.177584,27.9210110944,343.980083,343.980083,366.8891565278,17.109514,17.109514,18.2490076324,2881.19613,2881.19613,3073.083792258,,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,Canada,CA,ROW
KINDRED GROUP,KINDRED GROUP PLC,2022,1811.0,279.0,82.25611,82.25611,72.9554116423,148.558835,148.558835,131.76128752655,1209.176146,1209.176146,1072.45459917178,10.748735,10.748735,9.53337553355,1841.960265,1841.960265,1633.68981783645,2332.0,0.88693,GBP,Others,Travel & Leisure,Travel & Leisure,9329.0,Malta,MT,EU
KINGCLEAN ELECTRIC,"KINGCLEAN ELECTRIC CO.,LTD",2022,2267.0,,62.253758,62.253758,458.0756021156,109.53604,109.53604,805.988089528,1168.731712,1168.731712,8599.7616832384,40.026763,40.026763,294.5249275066,2528.072102,2528.072102,18602.0601409364,8723.0,7.3582,CNY,Others,Household Goods & Home Construction,Durable Household Products,2751.0,China,CN,China
KINGDEE INTERNATIONAL SOFTWARE,KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED,2022,920.0,,190.165577,190.165577,1399.2763486814,-71.687162,-71.687162,-527.4884754284,653.012527,653.012527,4804.9967761714,53.604325,53.604325,394.431344215,6392.303263,6392.303263,47035.8458698066,12036.0,7.3582,CNY,ICT services,Software & Computer Services,Software,6201.0,China,CN,China
KINGFA SCI.& TECH.,"KINGFA SCI.& TECH. CO., LTD.",2022,1040.0,,164.948461,164.948461,1213.7237657302,374.755189,374.755189,2757.5236316998,5334.294673,5334.294673,39250.8070628686,950.440572,950.440572,6993.5318168904,3712.985476,3712.985476,27320.8897295032,10353.0,7.3582,CNY,Industrials,General Industrials,General Industrials,2016.0,China,CN,China
KINGNET NETWORK,"KINGNET NETWORK CO., LTD.",2022,2124.0,,67.981658,67.981658,500.2226358956,176.707727,176.707727,1300.2507968114,497.631918,497.631918,3661.6751790276,17.667605,17.667605,130.001771111,1700.020186,1700.020186,12509.0885326252,1702.0,7.3582,CNY,Others,Personal Goods,Footwear,6201.0,China,CN,China
KINGSOFT,KINGSOFT CORPORATION LIMITED,2022,576.0,,330.31253,330.31253,2430.505658246,254.205178,254.205178,1870.4925407596,1024.892231,1024.892231,7541.3620141442,64.705394,64.705394,476.1152301308,3938.442323,3938.442323,28979.8463010986,7116.0,7.3582,CNY,ICT services,Software & Computer Services,Software,5829.0,China,CN,China
KINGSOFT CLOUD,KINGSOFT CLOUD HOLDINGS LIMITED,2022,1275.0,,130.342442,130.342442,959.0857567244,-302.15194,-302.15194,-2223.294404908,1097.81462,1097.81462,8077.939536884,190.388358,190.388358,1400.9156158356,785.483051,785.483051,5779.7413858682,9517.0,7.3582,CNY,ICT services,Software & Computer Services,Computer Services,6201.0,China,CN,China
KINGSPAN,KINGSPAN GROUP PLC,2022,2324.0,342.0,60.3,60.3,60.3,787.4,787.4,787.4,8340.9,8340.9,8340.9,269.2,269.2,269.2,10288.937956,10288.937956,10288.937956,20590.0,1.0,EUR,Construction & Materials,Construction & Materials,Construction & Materials,2511.0,Ireland,IE,EU
KINIKSA PHARMACEUTICALS,"KINIKSA PHARMACEUTICALS, LTD.",2022,2290.0,,61.400738,61.400738,65.4900271508,9.162764,9.162764,9.7730040824,206.43174,206.43174,220.180093884,0.098443,0.098443,0.1049993038,378.767594,378.767594,403.9935157604,220.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,7211.0,US,US,US
KINNATE BIOPHARMA,KINNATE BIOPHARMA INC.,2022,1803.0,,82.645825,82.645825,88.150036945,-111.12043,-111.12043,-118.521050638,0.0,0.0,0.0,2.549222,2.549222,2.7190001852,599.31393,599.31393,639.228237738,84.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
KINPO ELECTRONICS,"KINPO ELECTRONICS, INC.",2022,1726.0,,86.86343,86.86343,2842.1714296,91.671641,91.671641,2999.49609352,5538.84165,5538.84165,181230.898788,158.692882,158.692882,5192.43109904,615.395097,615.395097,20135.72757384,,32.72,TWD,ICT producers,Technology Hardware & Equipment,Electronic Office Equipment,2823.0,Taiwan,TW,ROW
KINTOR,KINTOR PHARMACEUTICAL LIMITED,2022,1430.0,,109.85102,109.85102,808.305775364,-130.020751,-130.020751,-956.7186900082,1.574229,1.574229,11.5834918278,3.686622,3.686622,27.1269020004,682.284227,682.284227,5020.3837991114,301.0,7.3582,CNY,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,7211.0,China,CN,China
KION,KION GROUP AG,2022,585.0,111.0,321.3,321.3,321.3,162.4,162.4,162.4,11135.6,11135.6,11135.6,382.7,382.7,382.7,5271.561676,5271.561676,5271.561676,41149.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,4941.0,Germany,DE,EU
KIRIN,KIRIN HOLDINGS COMPANY LIMITED,2022,333.0,,635.723665,635.723665,89420.8907189,1125.551418,1125.551418,158320.06245588,14061.391847,14061.391847,1977875.37719902,696.041257,696.041257,97905.16320962,14822.641693,14822.641693,2084952.78053738,30538.0,140.66,JPY,Others,Beverages,Beverages,1105.0,Japan,JP,Japan
KISSEI PHARMACEUTICAL,"KISSEI PHARMACEUTICAL CO.,LTD.",2022,2006.0,,73.44271,73.44271,10330.4515886,-7.972608,-7.972608,-1121.42704128,477.034825,477.034825,67099.7184845,14.863826,14.863826,2090.74576516,910.365943,910.365943,128052.07354238,1795.0,140.66,JPY,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2110.0,Japan,JP,Japan
KK WIND SOLUTIONS,KK WIND SOLUTIONS HOLDING A/S,2022,6570.0,728.0,10.578299,10.578299,78.6655205135,-14.488179,-14.488179,-107.7413431335,347.102032,347.102032,2581.224260968,8.082381,8.082381,60.1046263065,,,,1655.0,7.4365,DKK,Financial,Financial Services,Specialty Finance,6499.0,Denmark,DK,EU
KLA,KLA CORPORATION,2022,191.0,,1189.225149,1189.225149,1268.4275439234,3916.852422,3916.852422,4177.7147933052,9840.671767,9840.671767,10496.0605066822,320.261716,320.261716,341.5911462856,45751.879881,45751.879881,48798.9550810746,15210.0,1.0666,USD,ICT producers,Technology Hardware & Equipment,Semiconductors,2611.0,US,US,US
KLARIA PHARMA,KLARIA PHARMA HOLDING AB,2022,10776.0,971.0,3.625507,3.625507,40.3221637526,-4.984825,-4.984825,-55.440226685,0.527614,0.527614,5.8680173852,0.003776,0.003776,0.0419959168,19.409281,19.409281,215.8661414258,6.0,11.1218,SEK,Others,Support Services,Business Support Services,7220.0,Sweden,SE,EU
KLINGER,KLINGER HOLDING GMBH,2022,10141.0,938.0,4.176,4.176,4.176,55.469,55.469,55.469,557.884,557.884,557.884,23.777,23.777,23.777,,,,2752.0,1.0,EUR,Financial,Real Estate Investment & Services,Real Estate Holding & Development,6420.0,Austria,AT,EU
KNDS,KNDS N.V.,2022,2057.0,314.0,70.935,70.935,70.935,389.378,389.378,389.378,3172.04,3172.04,3172.04,111.068,111.068,111.068,,,,8952.0,1.0,EUR,Aerospace & Defence,Aerospace & Defence,Aerospace & Defence,6420.0,Netherlands,NL,EU
KNORR-BREMSE,KNORR-BREMSE AG,2022,436.0,84.0,466.092,466.092,466.092,733.118,733.118,733.118,7149.74,7149.74,7149.74,227.423,227.423,227.423,7737.6,7737.6,7737.6,31599.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,2932.0,Germany,DE,EU
KNOWLES,KNOWLES CORPORATION,2022,1930.0,,76.59857,76.59857,81.700034762,-349.709507,-349.709507,-373.0001601662,716.951367,716.951367,764.7003280422,30.095643,30.095643,32.1000128238,1303.28304,1303.28304,1390.081690464,7000.0,1.0666,USD,Others,Leisure Goods,Consumer Electronics,2640.0,US,US,US
KOBAYASHI PHARMACEUTICAL,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",2022,2357.0,,58.854532,58.854532,8278.47847112,188.006554,188.006554,26445.00188564,1175.097506,1175.097506,165289.21519396,104.23055,104.23055,14661.069163,4598.785205,4598.785205,646865.1269353,3495.0,140.66,JPY,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,4690.0,Japan,JP,Japan
KOBE STEEL,KOBE STEEL LIMITED,2022,709.0,,259.406637,259.406637,36488.13756042,579.060186,579.060186,81450.60576276,17475.477783,17475.477783,2458100.70495678,699.469196,699.469196,98387.33710936,1781.652114,1781.652114,250607.18635524,38488.0,140.66,JPY,Industrials,Industrial Metals & Mining,Industrial Metals & Mining,2410.0,Japan,JP,Japan
KOC,KOC HOLDING A.S.,2022,1227.0,,136.061439,136.061439,2716.4530234911,6719.761881,6719.761881,134159.373977977,43780.423167,43780.423167,874071.770486838,1171.350725,1171.350725,23385.9000895525,5795.519285,5795.519285,115706.962973097,114677.0,19.9649,TRY,Industrials,General Industrials,General Industrials,6420.0,Türkiye,TR,ROW
KODIAK,"KODIAK SCIENCES, INC.",2022,732.0,,250.88235,250.88235,267.59111451,-320.062953,-320.062953,-341.3791456698,0.0,0.0,0.0,44.405606,44.405606,47.3630193596,488.395928,488.395928,520.9230968048,112.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
KOEBMAND HERMAN,KOEBMAND HERMAN SALLINGS FOND,2022,9541.0,904.0,4.840957,4.840957,35.9997767305,183.687443,183.687443,1365.9916698695,8944.879252,8944.879252,66518.594557498,253.343443,253.343443,1883.9885138695,,,,30334.0,7.4365,DKK,Financial,Financial Services,Specialty Finance,6499.0,Denmark,DK,EU
KOENIG & BAUER,KOENIG UND BAUER AG,2022,2490.0,365.0,54.0,54.0,54.0,25.9,25.9,25.9,1185.7,1185.7,1185.7,44.0,44.0,44.0,191.687489,191.687489,191.687489,5485.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,2899.0,Germany,DE,EU
KOERBER,KÖRBER AG,2022,1286.0,210.0,128.648,128.648,128.648,661.39,661.39,661.39,2531.741,2531.741,2531.741,44.076,44.076,44.076,,,,12265.0,1.0,EUR,Industrials,General Industrials,General Industrials,7010.0,Germany,DE,EU
KOITO MANUFACTURING,"KOITO MANUFACTURING CO., LTD.",2022,677.0,,275.33065,275.33065,38728.009229,326.813347,326.813347,45969.56538902,6111.760881,6111.760881,859680.28552146,281.543348,281.543348,39601.88732968,5437.894864,5437.894864,764894.29157024,23488.0,140.66,JPY,Automobiles & Parts,Automobiles & Parts,Automobiles & Parts,2931.0,Japan,JP,Japan
KOLON,KOLON INDUSTRIES INC.,2022,1927.0,,76.640593,76.640593,103011.85464537,179.400615,179.400615,241130.57261535,3970.901238,3970.901238,5337248.64498342,217.724111,217.724111,292640.80035399,1068.839659,1068.839659,1436616.69726531,,1344.09,KRW,Industrials,General Industrials,General Industrials,2060.0,South Korea,KR,ROW
KOMATSU,KOMATSU LTD.,2022,330.0,,640.551052,640.551052,90099.91097432,3507.142111,3507.142111,493314.60933326,25044.982114,25044.982114,3522827.18415524,1297.195747,1297.195747,182463.55377302,20152.869182,20152.869182,2834702.57914012,64343.0,140.66,JPY,Automobiles & Parts,Automobiles & Parts,Commercial Vehicles & Trucks,2892.0,Japan,JP,Japan
KONAMI,KONAMI GROUP CORPORATION,2022,868.0,,203.04001,203.04001,28559.6078066,349.918363,349.918363,49219.51693958,2221.594289,2221.594289,312489.45269074,309.426275,309.426275,43523.8998415,7180.860858,7180.860858,1010059.88828628,4881.0,140.66,JPY,ICT services,Software & Computer Services,Computer Services,6201.0,Japan,JP,Japan
KONE,KONE OYJ,2022,928.0,163.0,187.8,187.8,187.8,1031.2,1031.2,1031.2,10906.7,10906.7,10906.7,101.2,101.2,101.2,18091.230118,18091.230118,18091.230118,63277.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,2822.0,Finland,FI,EU
KONECRANES,KONECRANES OYJ,2022,2406.0,351.0,57.5,57.5,57.5,223.2,223.2,223.2,3364.8,3364.8,3364.8,44.7,44.7,44.7,1859.338079,1859.338079,1859.338079,16522.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,2822.0,Finland,FI,EU
KONGSBERG GRUPPEN,KONGSBERG GRUPPEN ASA,2022,1167.0,,143.486463,143.486463,1508.5879746894,314.643279,314.643279,3308.0965067502,3024.055667,3024.055667,31794.3164717046,64.469067,64.469067,677.8148766246,5732.464361,5732.464361,60269.9837986818,12187.0,10.5138,NOK,Aerospace & Defence,Aerospace & Defence,Aerospace & Defence,2651.0,Norway,NO,ROW
KONICA MINOLTA,KONICA MINOLTA INC,2022,451.0,,451.597397,451.597397,63521.68986202,-664.504217,-664.504217,-93469.16316322,7989.550553,7989.550553,1123810.18078498,153.868521,153.868521,21643.14616386,1715.997131,1715.997131,241372.15644646,39775.0,140.66,JPY,ICT producers,Technology Hardware & Equipment,Electronic Office Equipment,2670.0,Japan,JP,Japan
KONINKLIJKE VOLKERWESSELS,KONINKLIJKE VOLKERWESSELS B.V.,2022,9416.0,894.0,5.0,5.0,5.0,254.0,254.0,254.0,6599.0,6599.0,6599.0,84.0,84.0,84.0,,,,16536.0,1.0,EUR,Financial,Real Estate Investment & Services,Real Estate Holding & Development,6420.0,Netherlands,NL,EU
KONKA,"KONKA GROUP CO.,LTD",2022,2252.0,,62.759813,62.759813,461.7992560166,-166.94066,-166.94066,-1228.382764412,3823.264947,3823.264947,28132.3481330154,484.895825,484.895825,3567.960459515,1199.901139,1199.901139,8829.1125609898,14513.0,7.3582,CNY,ICT producers,Technology Hardware & Equipment,Telecommunications Equipment,2630.0,China,CN,China
KONTRON,KONTRON AG,2022,800.0,150.0,225.0,225.0,225.0,254.708,254.708,254.708,1483.513,1483.513,1483.513,40.489,40.489,40.489,1003.24622,1003.24622,1003.24622,4475.0,1.0,EUR,ICT producers,Technology Hardware & Equipment,Computer Hardware,2620.0,Austria,AT,EU
KOREA AEROSPACE INDUSTRIES,"KOREA AEROSPACE INDUSTRIES CO.,LTD.",2022,1244.0,,133.759551,133.759551,179784.87490359,104.769918,104.769918,140820.19908462,2061.762954,2061.762954,2771194.96884186,169.922983,169.922983,228391.78222047,4398.88621,4398.88621,5912498.9659989,,1344.09,KRW,Aerospace & Defence,Aerospace & Defence,Aerospace & Defence,3030.0,South Korea,KR,ROW
KOREA ELECTRIC POWER,KOREA ELECTRIC POWER CORPORATION,2022,374.0,,561.64615,561.64615,754902.9737535,-24158.551717,-24158.551717,-32471267.7773025,52717.155193,52717.155193,70856601.1233594,9193.882735,9193.882735,12357405.8452861,9949.790262,9949.790262,13373413.5932516,,1344.09,KRW,Energy,Electricity,Electricity,3511.0,South Korea,KR,ROW
KORNIT,KORNIT DIGITAL LIMITED,2022,2540.0,,52.339231,52.339231,55.8250237846,-65.518498,-65.518498,-69.8820299668,254.564144,254.564144,271.5181159904,16.915439,16.915439,18.0420072374,1445.887383,1445.887383,1542.1834827078,934.0,1.0666,USD,Industrials,Industrial Engineering,Industrial Machinery,2899.0,Israel,IL,ROW
KPN,KONINKLIJKE KPN NV,2022,807.0,151.0,221.0,221.0,221.0,1215.0,1215.0,1215.0,5295.0,5295.0,5295.0,961.0,961.0,961.0,13089.438298,13089.438298,13089.438298,9452.0,1.0,EUR,ICT services,Fixed Line Telecommunications,Fixed Line Telecommunications,6190.0,Netherlands,NL,EU
KRAFT HEINZ COMPANY,KRAFT HEINZ COMPANY (THE),2022,1360.0,,119.069993,119.069993,127.0000545338,3629.290889,3629.290889,3871.0016622074,24831.250115,24831.250115,26485.011372659,858.804044,858.804044,916.0003933304,42969.686937,42969.686937,45831.4680870042,37000.0,1.0666,USD,Others,Food Producers,Food Producers,1039.0,US,US,US
KRKA,KRKA DD NOVO MESTO,2022,1049.0,188.0,162.58,162.58,162.58,379.475,379.475,379.475,1717.453,1717.453,1717.453,87.905,87.905,87.905,3246.551352,3246.551352,3246.551352,11598.0,1.0,EUR,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,Slovenia,SI,EU
KRONES,KRONES AG,2022,969.0,172.0,178.287,178.287,178.287,251.429,251.429,251.429,4209.339,4209.339,4209.339,72.168,72.168,72.168,2645.91978,2645.91978,2645.91978,17164.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,2899.0,Germany,DE,EU
KRONOS,"KRONOS BIO, INC.",2022,1707.0,,87.863341,87.863341,93.7150395106,-128.553402,-128.553402,-137.1150585732,0.0,0.0,0.0,0.540971,0.540971,0.5769996686,212.897488,212.897488,227.0764607008,97.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
KSB,KSB SE & CO. KGAA,2022,2391.0,349.0,57.859,57.859,57.859,178.402,178.402,178.402,2573.387,2573.387,2573.387,102.393,102.393,102.393,273.248992,273.248992,273.248992,15693.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,2813.0,Germany,DE,EU
KT,KT CORPORATION,2022,1006.0,,170.6094,170.6094,229314.388446,1250.341051,1250.341051,1680570.90323859,18976.089847,18976.089847,25505572.6024542,2949.716861,2949.716861,3964684.93570149,7186.02335,7186.02335,9658662.1245015,,1344.09,KRW,ICT services,Fixed Line Telecommunications,Fixed Line Telecommunications,6190.0,South Korea,KR,ROW
KTIMA KOSTAS LAZARIDIS,KTIMA KOSTAS LAZARIDIS S.A,2022,11795.0,1014.0,2.887,2.887,2.887,3.962,3.962,3.962,20.029,20.029,20.029,5.473,5.473,5.473,28.287432,28.287432,28.287432,72.0,1.0,EUR,Others,Beverages,Beverages,1102.0,Greece,GR,EU
KUAISHOU TECHNOLOGY,KUAISHOU TECHNOLOGY,2022,125.0,,1820.775813,1820.775813,13397.6325872166,-1496.054817,-1496.054817,-11008.2705544494,12639.804057,12639.804057,93006.2062122174,619.970484,619.970484,4561.8668153688,,,,25445.0,7.3582,CNY,Others,Media,Media,5911.0,China,CN,China
KUBOTA,KUBOTA CORPORATION,2022,323.0,,662.277824,662.277824,93155.99872384,1485.202301,1485.202301,208908.55565866,18933.33432,18933.33432,2663162.8054512,951.122329,951.122329,133784.86679714,18455.295945,18455.295945,2595921.9276237,50352.0,140.66,JPY,Industrials,General Industrials,General Industrials,2830.0,Japan,JP,Japan
KULICKE & SOFFA,KULICKE & SOFFA INDUSTRIES INC,2022,1288.0,,128.306824,128.306824,136.8520584784,440.720234,440.720234,470.0722015844,1409.732463,1409.732463,1503.6206450358,21.549793,21.549793,22.9850092138,2288.746961,2288.746961,2441.1775086026,3167.0,1.0666,USD,ICT producers,Technology Hardware & Equipment,Semiconductors,2611.0,US,US,US
KUNLUN TECH,"KUNLUN TECH CO.,LTD.",2022,1613.0,,94.24155,94.24155,693.44817321,98.676004,98.676004,726.0777726328,629.010292,629.010292,4628.3835305944,10.446549,10.446549,76.8677968518,2149.16833,2149.16833,15814.010405806,1745.0,7.3582,CNY,ICT services,Software & Computer Services,Software,6209.0,China,CN,China
KURA ONCOLOGY,"KURA ONCOLOGY, INC.",2022,1722.0,,87.016725,87.016725,92.812038885,-131.131689,-131.131689,-139.8650594874,0.0,0.0,0.0,0.586911,0.586911,0.6259992726,869.245637,869.245637,927.1373964242,133.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
KURARAY,KURARAY CO LTD,2022,1060.0,,160.109491,160.109491,22521.00100406,606.102031,606.102031,85254.31168046,5346.001705,5346.001705,751968.5998253,506.310131,506.310131,71217.58302646,2661.142888,2661.142888,374316.35862608,11703.0,140.66,JPY,Chemicals,Chemicals,Chemicals,2060.0,Japan,JP,Japan
KWS SAAT,KWS SAAT SE & CO. KGAA,2022,653.0,124.0,286.423,286.423,286.423,159.761,159.761,159.761,1539.518,1539.518,1539.518,83.425,83.425,83.425,2349.599899,2349.599899,2349.599899,4865.0,1.0,EUR,Others,Food Producers,Food Producers,111.0,Germany,DE,EU
KYMERA THERAPEUTICS  KYMERA THERAPEUTICS,"KYMERA THERAPEUTICS, INC.",2022,1428.0,,110.090052,110.090052,117.4220494632,-151.187014,-151.187014,-161.2560691324,43.902137,43.902137,46.8260193242,2.658917,2.658917,2.8360008722,1449.964758,1449.964758,1546.5324108828,167.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
KYNDRYL,"KYNDRYL HOLDINGS, INC.",2022,1597.0,,95.631018,95.631018,102.0000437988,-461.279028,-461.279028,-492.0002112648,15962.879534,15962.879534,17026.0073109644,810.988535,810.988535,865.000371431,2215.328489,2215.328489,2362.8693663674,90000.0,1.0666,USD,ICT services,Software & Computer Services,Computer Services,6311.0,US,US,US
KYOCERA,KYOCERA CORPORATION,2022,322.0,,666.341875,666.341875,93727.6481375,925.380981,925.380981,130164.08878746,14314.875571,14314.875571,2013530.39781686,1248.363519,1248.363519,175594.81258254,20759.297195,20759.297195,2920002.7434487,81209.0,140.66,JPY,ICT producers,Electronic & Electrical Equipment,Electrical Components & Equipment,2611.0,Japan,JP,Japan
KYORIN,KYORIN PHARMACEUTICAL CO. LTD.,2022,1917.0,,77.061483,77.061483,10839.46819878,34.406612,34.406612,4839.63404392,800.582796,800.582796,112609.97608536,44.739905,44.739905,6293.1150373,800.0393,800.0393,112533.527938,2138.0,140.66,JPY,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,Japan,JP,Japan
L & O HOLDING,L & O HOLDING GMBH & CO. KG,2022,8112.0,815.0,6.898217,6.898217,6.898217,30.57555,30.57555,30.57555,167.651142,167.651142,167.651142,,,,,,,833.0,1.0,EUR,Others,Support Services,Business Support Services,7010.0,Germany,DE,EU
L&O SIG SAUER VERWALTUNGS,L&O SIG SAUER VERWALTUNGS-GMBH,2022,3487.0,466.0,32.135683,32.135683,32.135683,195.854468,195.854468,195.854468,950.551112,950.551112,950.551112,,,,,,,2601.0,1.0,EUR,Others,Support Services,Business Support Services,7010.0,Germany,DE,EU
LA FRANCAISE DES JEUX,LA FRANCAISE DES JEUX,2022,1740.0,272.0,86.3,86.3,86.3,486.0,486.0,486.0,2461.1,2461.1,2461.1,104.1,104.1,104.1,6182.669796,6182.669796,6182.669796,3082.0,1.0,EUR,Others,Travel & Leisure,Gambling,9329.0,France,FR,EU
LABORATORIOS FARMACEUTICOS ROVI,LABORATORIOS FARMACEUTICOS ROVI S.A.,2022,4192.0,524.0,23.869,23.869,23.869,255.85,255.85,255.85,817.698,817.698,817.698,50.719,50.719,50.719,2650.032737,2650.032737,2650.032737,1993.0,1.0,EUR,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,Spain,ES,EU
L'AIR LIQUIDE,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,2022,711.0,136.0,258.9,258.9,258.9,4291.1,4291.1,4291.1,29934.0,29934.0,29934.0,3273.0,3273.0,3273.0,65518.067605,65518.067605,65518.067605,67109.0,1.0,EUR,Chemicals,Chemicals,Chemicals,2011.0,France,FR,EU
LAM RESEARCH,LAM RESEARCH CORP,2022,143.0,,1606.190451,1606.190451,1713.1627350366,4964.539915,4964.539915,5295.178273339,16340.262032,16340.262032,17428.5234833312,470.249592,470.249592,501.5682148272,56242.593526,56242.593526,59988.3502548316,17200.0,1.0666,USD,ICT producers,Technology Hardware & Equipment,Semiconductors,2899.0,US,US,US
LANDIS+GYR,LANDIS+GYR GROUP AG,2022,1052.0,,162.142391,162.142391,172.9410742406,47.848323,47.848323,51.0350213118,1576.398576,1576.398576,1681.3867211616,26.532919,26.532919,28.3000114054,1676.284059,1676.284059,1787.9245773294,7800.0,1.0666,USD,Energy,Electricity,Electricity,3513.0,Switzerland,CH,ROW
LANSFORSAKRINGAR,LÄNSFÖRSÄKRINGAR AB,2022,3081.0,423.0,39.562107,39.562107,440.0018416326,211.387531,211.387531,2351.0098422758,1010.002613,1010.002613,11233.0470612634,21.849072,21.849072,243.0010089696,,,,2573.0,11.1218,SEK,Financial,Banks,Banks,6420.0,Sweden,SE,EU
LANTHEUS HOLDINGS,"LANTHEUS HOLDINGS, INC.",2022,633.0,,292.219326,292.219326,311.6811331116,33.934948,33.934948,36.1950155368,876.674856,876.674856,935.0614014096,17.201394,17.201394,18.3470068404,5078.62662,5078.62662,5416.863152892,698.0,1.0666,USD,Health industries,Health Care Equipment & Services,Medical Equipment,2660.0,US,US,US
LANXESS,LANXESS AG,2022,1517.0,244.0,102.0,102.0,102.0,313.0,313.0,313.0,8088.0,8088.0,8088.0,407.0,407.0,407.0,2924.54919,2924.54919,2924.54919,15177.0,1.0,EUR,Chemicals,Chemicals,Chemicals,2016.0,Germany,DE,EU
LARGAN PRECISION,LARGAN PRECISION COMPANY LIMITED,2022,1295.0,,126.826684,126.826684,4149.76910048,623.100282,623.100282,20387.84122704,1455.592649,1455.592649,47626.99147528,252.09764,252.09764,8248.6347808,7966.562902,7966.562902,260665.93815344,,32.72,TWD,Others,Leisure Goods,Recreational Products,2670.0,Taiwan,TW,ROW
LASERTEC,LASERTEC CORPORATION,2022,2301.0,,60.972893,60.972893,8576.44712938,229.654783,229.654783,32303.24177678,638.789854,638.789854,89852.18086364,5.368732,5.368732,755.16584312,16040.448126,16040.448126,2256249.43340316,662.0,140.66,JPY,ICT producers,Technology Hardware & Equipment,Semiconductors,2651.0,Japan,JP,Japan
LATECOERE,LATECOERE,2022,3956.0,506.0,26.164,26.164,26.164,-81.156,-81.156,-81.156,533.706,533.706,533.706,43.79,43.79,43.79,227.919233,227.919233,227.919233,5918.0,1.0,EUR,Aerospace & Defence,Aerospace & Defence,Aerospace & Defence,3030.0,France,FR,EU
LATTICE SEMICONDUCTOR,LATTICE SEMICONDUCTOR CORP,2022,1298.0,,126.301385,126.301385,134.713057241,178.538422,178.538422,190.4290809052,619.122711,619.122711,660.3562835526,21.880751,21.880751,23.3380090166,6939.22572,6939.22572,7401.378152952,949.0,1.0666,USD,ICT producers,Technology Hardware & Equipment,Semiconductors,2611.0,US,US,US
LAVA,LAVA THERAPEUTICS N.V.,2022,3168.0,430.0,37.600803,37.600803,40.1050164798,-32.66268,-32.66268,-34.838014488,18.180206,18.180206,19.3910077196,0.550347,0.550347,0.5870001102,61.623522,61.623522,65.7276485652,69.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,Netherlands,NL,EU
LB GROUP,LB GROUP CO. LTD.,2022,1281.0,,129.550851,129.550851,953.2610718282,582.720296,582.720296,4287.7724820272,3071.948969,3071.948969,22604.0149036958,627.888335,627.888335,4620.127946597,3810.817564,3810.817564,28040.7577994248,15907.0,7.3582,CNY,Chemicals,Chemicals,Specialty Chemicals,2013.0,China,CN,China
LECTRA,LECTRA,2022,3181.0,432.0,37.345,37.345,37.345,65.135,65.135,65.135,521.934,521.934,521.934,4.527,4.527,4.527,1227.811358,1227.811358,1227.811358,2527.0,1.0,EUR,ICT services,Software & Computer Services,Software,6201.0,France,FR,EU
LEEDARSON IOT,LEEDARSON IOT TECHNOLOGY INC.,2022,2569.0,,51.6795,51.6795,380.2680969,73.978719,73.978719,544.3502101458,991.654382,991.654382,7296.7912736324,36.792681,36.792681,270.7279053342,127.659074,127.659074,939.3409983068,8062.0,7.3582,CNY,Others,Household Goods & Home Construction,Durable Household Products,2740.0,China,CN,China
